prompt	answer
сонирхогчоо	сонирхогч <voc>
гэгээрлээр	гэгээрэл <ins>
бэхний	бэх <gen>
улны	ул <gen>
үзүүлэлтэд	үзүүлэлт <dat>
сониноос	сонин <abl>
мөнхөөс	мөнх <abl>
инээдмээс	инээдэм <abl>
бэлгэдэлд	бэлгэдэл <dat>
зорилготой	зорилго <com>
хандиваас	хандив <abl>
орлогчид	орлогч <dat>
энэрлээр	энэрэл <ins>
үймээнээр	үймээн <ins>
өргөрөгт	өргөрөг <dat>
шангаас	шан <abl>
хурандаагаар	хурандаа <ins>
гарааны	гараа <gen>
аягаар	аяга <ins>
жишээтэй	жишээ <com>
протоколыг	протокол <acc>
зүлгээс	зүлэг <abl>
амбицтай	амбиц <com>
хавчнаас	хавч <abl>
хүслийн	хүсэл <gen>
онолчийн	онолч <gen>
урамшуулалд	урамшуулал <dat>
лакаар	лак <ins>
доргионоос	доргио <abl>
баривчилгаагаа	баривчилгаа <voc>
галзуурлын	галзуурал <gen>
өнцгийг	өнцөг <acc>
хямдралаар	хямдрал <ins>
дүрслэлтэй	дүрслэл <com>
мөсөөр	мөс <ins>
найдвараар	найдвар <ins>
дайны	дайн <gen>
хандивлагчаас	хандивлагч <abl>
дарамтын	дарамт <gen>
оршилд	оршил <dat>
зэсэд	зэс <dat>
сааг	саа <acc>
цэрдээ	цэрд <voc>
гарцад	гарц <dat>
найрлагаа	найрлага <voc>
өрсөлдөгчөө	өрсөлдөгч <voc>
туяанаас	туяа <abl>
рестораныг	ресторан <acc>
титмийг	титэм <acc>
дэлхийд	дэлхий <dat>
хэрүүлээс	хэрүүл <abl>
солиорлоор	солиорол <ins>
ганхалтын	ганхалт <gen>
хаягдалтай	хаягдал <com>
хувьслаа	хувьсал <voc>
өтөө	өт <voc>
гитараар	гитар <ins>
хүслийг	хүсэл <acc>
дохиураа	дохиур <voc>
сэдэлтэй	сэдэл <com>
дамжаагаар	дамжаа <ins>
сагагийн	сагаг <gen>
өмчтэй	өмч <com>
шинжилгээгээ	шинжилгээ <voc>
залхуурлын	залхуурал <gen>
вирусийг	вирус <acc>
тулалдаанд	тулалдаан <dat>
царайд	царай <dat>
зурааснаас	зураас <abl>
хоншоорт	хоншоор <dat>
уургаас	уураг <abl>
боолд	боол <dat>
хорслыг	хорсол <acc>
цөхрөлтэй	цөхрөл <com>
дээрмээ	дээрэм <voc>
наадгайнаас	наадгай <abl>
удамшлын	удамшил <gen>
шүхэртэй	шүхэр <com>
зөвлөмжөөс	зөвлөмж <abl>
эвслийн	эвсэл <gen>
дэртэй	дэр <com>
ордныг	ордон <acc>
залгамжлалд	залгамжлал <dat>
чавганд	чавга <dat>
ламптай	ламп <com>
ширэгт	ширэг <dat>
хүрхрээний	хүрхрээ <gen>
үеэ	үе <voc>
бичиглэлийг	бичиглэл <acc>
лаазтай	лааз <com>
хавтанд	хавтан <dat>
нөхрийг	нөхөр <acc>
үрийн	үр <gen>
шүүсний	шүүс <gen>
чидунтай	чидун <com>
цацгаа	цацаг <voc>
сайдаас	сайд <abl>
удиртгалаар	удиртгал <ins>
туслагчид	туслагч <dat>
тайлангаар	тайлан <ins>
дүнгээс	дүн <abl>
эргэлзээгээ	эргэлзээ <voc>
янзаар	янз <ins>
алхаагаар	алхаа <ins>
гарцаар	гарц <ins>
гоймонгоос	гоймон <abl>
мэрэгчийн	мэрэгч <gen>
эмгэнэлээс	эмгэнэл <abl>
тэрэгний	тэрэг <gen>
химиэс	хими <abl>
бэлтгэлтэй	бэлтгэл <com>
шүвтрээс	шүвтэр <abl>
дадлагаа	дадлага <voc>
нийлүүлэлтээ	нийлүүлэлт <voc>
хэвлэлд	хэвлэл <dat>
сэнсний	сэнс <gen>
сууцаа	сууц <voc>
байны	бай <gen>
ганхалтад	ганхалт <dat>
зэвсгийн	зэвсэг <gen>
таслалд	таслал <dat>
голын	голд <gen>
мэдрэмжтэй	мэдрэмж <com>
овроор	овор <ins>
дагавраар	дагавар <ins>
шивнээнд	шивнээ <dat>
вальсаа	вальс <voc>
ажиглагчийн	ажиглагч <gen>
архиар	архи <ins>
тороо	тор <voc>
мэдрэмжийн	мэдрэмж <gen>
капиталыг	капитал <acc>
цамхгаас	цамхаг <abl>
батгаа	батга <voc>
гимнастикаас	гимнастик <abl>
илгээмжийн	илгээмж <gen>
гялгартай	гялгар <com>
залилангаар	залилан <ins>
бялууг	бялуу <acc>
дуслыг	дусал <acc>
далайцаа	далайц <voc>
үетэй	үе <com>
гацуураар	гацуур <ins>
үнэгний	үнэг <gen>
самуунаас	самуун <abl>
намтраас	намтар <abl>
жүржтэй	жүрж <com>
ажиглалтын	ажиглалт <gen>
шаталтад	шаталт <dat>
дохионд	дохио <dat>
урианд	уриа <dat>
үтрээтэй	үтрээ <com>
найруулагчийн	найруулагч <gen>
бонустай	бонус <com>
ерөнхийлөгчийн	ерөнхийлөгч <gen>
номоор	ном <ins>
хайгуулаа	хайгуул <voc>
өөрчлөлтийг	өөрчлөлт <acc>
туулайнаас	туулай <abl>
залгамжлагчаар	залгамжлагч <ins>
баазаа	бааз <voc>
ууттай	уут <com>
идэгдэлтэй	идэгдэл <com>
туулайн	туулай <gen>
жаягаар	жаяг <ins>
зөрчилдөөнөө	зөрчилдөөн <voc>
гомдолд	гомдол <dat>
чөтгөрийг	чөтгөр <acc>
гэргийгээр	гэргий <ins>
гаригийг	гариг <acc>
олсоо	олс <voc>
хуульчаар	хуульч <ins>
далангаа	далан <voc>
ширээг	ширээ <acc>
тэжээлд	тэжээл <dat>
аюулаа	аюул <voc>
нийгмээ	нийгэм <voc>
баяслаас	баясал <abl>
костюмаар	костюм <ins>
байгалиа	байгаль <voc>
пингээр	пин <ins>
бөгсөөр	бөгс <ins>
геологийг	геологи <acc>
худалдаачинд	худалдаачин <dat>
сэдвээс	сэдэв <abl>
харилцааг	харилцаа <acc>
нохойгоос	нохой <abl>
тооцоогоо	тооцоо <voc>
амжилтаа	амжилт <voc>
баатраа	баатар <voc>
тангаргаа	тангараг <voc>
шийрээр	шийр <ins>
хүртвэрээс	хүртвэр <abl>
тулалдаанаар	тулалдаан <ins>
амьдралыг	амьдрал <acc>
луйварчны	луйварчин <gen>
ангилалд	ангилал <dat>
мэргэжилтнээр	мэргэжилтэн <ins>
пайзаа	пайз <voc>
гүүртэй	гүүр <com>
ноогдлын	ноогдол <gen>
пайзанд	пайз <dat>
үсэглэлээс	үсэглэл <abl>
цаазаас	цааз <abl>
асфальтыг	асфальт <acc>
сүлжээгээ	сүлжээ <voc>
эмгэнэлээ	эмгэнэл <voc>
сонгуулиар	сонгууль <ins>
хочоо	хоч <voc>
тэмүүллээр	тэмүүлэл <ins>
эмээлтэй	эмээл <com>
бүргэдээ	бүргэд <voc>
өвлөөр	өвөл <ins>
цахлайг	цахлай <acc>
шугуйн	шугуй <gen>
үсчинд	үсчин <dat>
уриалгыг	уриалга <acc>
цогцост	цогцос <dat>
хөдөлгөөнд	хөдөлгөөн <dat>
дурсамжийг	дурсамж <acc>
мастераа	мастер <voc>
угтварын	угтвар <gen>
саванд	сав <dat>
хийлтэй	хийл <com>
философио	философи <voc>
хэмжигчийг	хэмжигч <acc>
очоо	оч <voc>
ширээний	ширээ <gen>
мөргөлдөөнөөр	мөргөлдөөн <ins>
хоршлоос	хоршил <abl>
талбартай	талбар <com>
шууданчаа	шууданч <voc>
хонгоны	хонго <gen>
горимоо	горим <voc>
сэжигтнээс	сэжигтэн <abl>
гүтгэлэгтэй	гүтгэлэг <com>
бамбараар	бамбар <ins>
илбэчнээс	илбэчин <abl>
бүжигчнээс	бүжигчин <abl>
мөргөлчинтэй	мөргөлчин <com>
илдийг	илд <acc>
илжгэнд	илжиг <dat>
дэгээний	дэгээ <gen>
давхаргаар	давхарга <ins>
гинжээр	гинж <ins>
зүслэгээр	зүслэг <ins>
унжлагыг	унжлага <acc>
шинэчлэлтэй	шинэчлэл <com>
атаархлаас	атаархал <abl>
гаанснаас	гаанс <abl>
бичвэрээс	бичвэр <abl>
ёроолыг	ёроол <acc>
тахиатай	тахиа <com>
тохиргоонд	тохиргоо <dat>
хавсралтаар	хавсралт <ins>
бүрдлээс	бүрдэл <abl>
урвагчид	урвагч <dat>
шанд	шан <dat>
ялагдлын	ялагдал <gen>
барилдлагыг	барилдлага <acc>
шүүстэй	шүүс <com>
нуураа	нуур <voc>
зээрэнцгээс	зээрэнцэг <abl>
бослогын	бослого <gen>
тагтаатай	тагтаа <com>
ноогдлоос	ноогдол <abl>
ялагдагчаас	ялагдагч <abl>
баяслаар	баясал <ins>
мэдээнд	мэдээ <dat>
чавгыг	чавга <acc>
бүтээгдэхүүнтэй	бүтээгдэхүүн <com>
зөрчлөө	зөрчил <voc>
тарианы	тариа <gen>
компьютероос	компьютер <abl>
хоолойтой	хоолой <com>
аялгаар	аялга <ins>
чагтаар	чагт <ins>
боржинг	боржин <acc>
толгойлогчийн	толгойлогч <gen>
гадуурхлаа	гадуурхал <voc>
микробиологид	микробиологи <dat>
тоостой	тоос <com>
театрт	театр <dat>
бүрдлийн	бүрдэл <gen>
сэнсээс	сэнс <abl>
сейфний	сейф <gen>
мөгөөрсний	мөгөөрс <gen>
автомашинаар	автомашин <ins>
хугаралд	хугарал <dat>
цээжтэй	цээж <com>
төлөвлөгөөгөө	төлөвлөгөө <voc>
дарааллаас	дараалал <abl>
ёсолгооноос	ёсолгоо <abl>
дүүргэлтийг	дүүргэлт <acc>
даруулаа	даруул <voc>
шурагтай	шураг <com>
хөнөөлөөс	хөнөөл <abl>
бөөртэй	бөөр <com>
тайлбарыг	тайлбар <acc>
духыг	дух <acc>
ажилтнаас	ажилтан <abl>
мангаст	мангас <dat>
овогтой	овог <com>
будааг	будаа <acc>
хүүхдийг	хүүхэд <acc>
өрцөө	өрц <voc>
жигшилтэй	жигшил <com>
хөтөлбөрөөр	хөтөлбөр <ins>
дэгээгээ	дэгээ <voc>
гурвалтай	гурвал <com>
цилиндрээр	цилиндр <ins>
тэврэлтийн	тэврэлт <gen>
дүрвэгчийг	дүрвэгчид <acc>
хөөсөөр	хөөс <ins>
сэтгэгдлээ	сэтгэгдэл <voc>
хэлбэрийн	хэлбэр <gen>
агуулахаар	агуулах <ins>
харвингаа	харвин <voc>
эсрэгцлээр	эсрэгцэл <ins>
жүржид	жүрж <dat>
сэдэвт	сэдэв <dat>
тэсрэлттэй	тэсрэлт <com>
гивлүүрээс	гивлүүр <abl>
эргүүлгээр	эргүүлэг <ins>
намраас	намар <abl>
горьдлогоо	горьдлого <voc>
бясалгалд	бясалгал <dat>
байшингаар	байшин <ins>
кодын	код <gen>
хохирлоор	хохирол <ins>
хадуураа	хадуур <voc>
өвгөнөө	өвгөн <voc>
шатаагчаа	шатаагч <voc>
цахлайн	цахлай <gen>
исгээр	исэг <ins>
бясалгалыг	бясалгал <acc>
зарлагаар	зарлага <ins>
утаагаа	утаа <voc>
вангийн	ван <gen>
гэмтлийг	гэмтэл <acc>
цөлөөр	цөл <ins>
удирдагчид	удирдагч <dat>
арлыг	арал <acc>
донтноор	донтон <ins>
орчуулгыг	орчуулга <acc>
үүсгэлээс	үүсгэл <abl>
паспортоос	паспорт <abl>
шанг	шан <acc>
үсрэлтээ	үсрэлт <voc>
хувьцааг	хувьцаа <acc>
төслийг	төсөл <acc>
хясаатай	хясаа <com>
номлолын	номлол <gen>
духнаас	дух <abl>
жишээнээс	жишээ <abl>
жинлүүрээс	жинлүүр <abl>
ханшаас	ханш <abl>
хормын	хором <gen>
өчгөөс	өчиг <abl>
банзыг	банз <acc>
цондонг	цондон <acc>
чидунаар	чидун <ins>
санаачлагчтай	санаачлагч <com>
протоколд	протокол <dat>
шорооноос	шороо <abl>
шугамаар	шугам <ins>
дарангуйлагчаас	дарангуйлагч <abl>
сунгалтаас	сунгалт <abl>
цоожийг	цоож <acc>
авиагаар	авиа <ins>
арслангаа	арслан <voc>
керамикаас	керамик <abl>
цамхагтай	цамхаг <com>
дамнуургатай	дамнуурга <com>
нисгэгчийн	нисгэгч <gen>
хангамжтай	хангамж <com>
сумантай	суман <com>
сандлаа	сандал <voc>
хүсэлтээс	хүсэлт <abl>
торгуультай	торгууль <com>
шоргоолжинд	шоргоолж <dat>
нойронд	нойр <dat>
арбитртай	арбитр <com>
ойгоор	ой <ins>
мэргэжилд	мэргэжил <dat>
фонттой	фонт <com>
гэдэснээс	гэдэс <abl>
аялалтай	аялал <com>
илдээ	илд <voc>
наймаачны	наймаачин <gen>
таслалыг	таслал <acc>
баярын	баяр <gen>
тоглолтоос	тоглолт <abl>
жоотууны	жоотуу <gen>
уяанд	уяа <dat>
алдааг	алдаа <acc>
анализаас	анализ <abl>
ялгаруулалттай	ялгаруулалт <com>
эзлэгчтэй	эзлэгч <com>
хатуурлын	хатуурал <gen>
доройтлоор	доройтол <ins>
сойзтой	сойз <com>
нэмэлтээс	нэмэлт <abl>
давснаас	давс <abl>
гахиураа	гахиур <voc>
давталтаас	давталт <abl>
модернизмоор	модернизм <ins>
сэдэвтэй	сэдэв <com>
гөрөөнд	гөрөө <dat>
хурлыг	хурал <acc>
коллежоос	коллеж <abl>
төсвөөр	төсөв <ins>
удирдагчийн	удирдагч <gen>
хорхойд	хорхой <dat>
дагалдагчтай	дагалдагч <com>
сэдэгчийг	сэдэгч <acc>
шалтгааны	шалтгаан <gen>
зохиомжоос	зохиомж <abl>
тэнүүлээ	тэнүүл <voc>
хэрэгжилтийг	хэрэгжилт <acc>
хэрэгцээний	хэрэгцээ <gen>
засалтаа	засалт <voc>
охиноос	охин <abl>
хүүг	хүү <acc>
даяанчтай	даяанч <com>
ороолтыг	ороолт <acc>
өнцгөөс	өнцөг <abl>
ээжийн	ээж <gen>
ургацаар	ургац <ins>
дүнзтэй	дүнз <com>
аймагтай	аймаг <com>
хөгжмөө	хөгжим <voc>
зурвасаас	зурвас <abl>
эхлэлээр	эхлэл <ins>
киноны	кино <gen>
хожуулаа	хожуул <voc>
байнгад	байнгын <dat>
цооногтой	цооног <com>
бохирдлоор	бохирдол <ins>
найзын	найз <gen>
гадуурхлыг	гадуурхал <acc>
алчууртай	алчуур <com>
эргэлзлийн	эргэлзэл <gen>
физиологийн	физиологи <gen>
рационализмыг	рационализм <acc>
туулайд	туулай <dat>
дүүргэлттэй	дүүргэлт <com>
булшаа	булш <voc>
маскт	маск <dat>
орчуулгаар	орчуулга <ins>
зэвүүцэлтэй	зэвүүцэл <com>
бөөрөөр	бөөр <ins>
төлөгчийг	төлөгч <acc>
шинэтгэлээр	шинэтгэл <ins>
шоглоомоо	шоглоом <voc>
зүхлээс	зүхэл <abl>
аялгатай	аялга <com>
дэлийн	дэл <gen>
мяндсыг	мяндас <acc>
төмснөөс	төмс <abl>
гийгүүлэгчээ	гийгүүлэгч <voc>
адартай	адар <com>
ихсээ	ихэс <voc>
хувьцаагаар	хувьцаа <ins>
сорвины	сорви <gen>
дэнстэй	дэнс <com>
загасчны	загасчин <gen>
будгаа	будаг <voc>
манлайлагчаас	манлайлагч <abl>
танкийг	танк <acc>
толгойлогчтой	толгойлогч <com>
шимтгэлийг	шимтгэл <acc>
хугарлаар	хугарал <ins>
түгжээнд	түгжээ <dat>
аваараар	аваар <ins>
зочныг	зочин <acc>
эргээр	эрэг <ins>
сургалтын	сургалт <gen>
хүүрнэлтэй	хүүрнэл <com>
тохироог	тохироо <acc>
шохойг	шохой <acc>
шөрмөстэй	шөрмөс <com>
асфальтаа	асфальт <voc>
даажигналаар	даажигнал <ins>
фронтоо	фронт <voc>
засварчинд	засварчин <dat>
гуйлтаас	гуйлт <abl>
аэробиктэй	аэробик <com>
хурандаагаас	хурандаа <abl>
дүрслэлийг	дүрслэл <acc>
ойлтыг	ойлт <acc>
хигээсний	хигээс <gen>
бүлүүрийг	бүлүүр <acc>
бялуунаас	бялуу <abl>
шийрийн	шийр <gen>
дэлгэрэлтийн	дэлгэрэлт <gen>
өсгийгөөр	өсгий <ins>
сүрдүүлгийг	сүрдүүлэг <acc>
эзэмшлийн	эзэмшил <gen>
коммунизмын	коммунизм <gen>
шүлсэвчээс	шүлсэвч <abl>
зовлонтой	зовлон <com>
төгсгөлөөр	төгсгөл <ins>
алтыг	алт <acc>
туулийг	тууль <acc>
зураглалд	зураглал <dat>
оромжид	оромж <dat>
эрсдэлд	эрсдэл <dat>
төслөөр	төсөл <ins>
нийлүүлэлттэй	нийлүүлэлт <com>
үзэгчээ	үзэгч <voc>
батгаар	батга <ins>
байшинтай	байшин <com>
удирдагчаар	удирдагч <ins>
хямралын	хямрал <gen>
нягтаршлыг	нягтаршил <acc>
нэмэлттэй	нэмэлт <com>
гүүрээс	гүүр <abl>
солионы	солио <gen>
бизнесээр	бизнес <ins>
доройтлыг	доройтол <acc>
тэмцлээр	тэмцэл <ins>
гургуулаас	гургуул <abl>
бамбайн	бамбай <gen>
тосгуурт	тосгуур <dat>
төөрөгдөлтэй	төөрөгдөл <com>
дэнгээ	дэн <voc>
шалгалттай	шалгалт <com>
бичээчээ	бичээч <voc>
түлээчнийг	түлээчин <acc>
эслэгт	эслэг <dat>
ядаргаанаас	ядаргаа <abl>
найдлагыг	найдлага <acc>
бодисоор	бодис <ins>
бүтээлгээр	бүтээлэг <ins>
шатаагчийг	шатаагч <acc>
дэмжлэгт	дэмжлэг <dat>
ховилыг	ховил <acc>
шүвтрийг	шүвтэр <acc>
маажинтай	маажин <com>
хучилтад	хучилт <dat>
гайхамшгаар	гайхамшиг <ins>
гадаргуугаар	гадаргуу <ins>
солилцоонд	солилцоо <dat>
цонхонд	цонх <dat>
ваарчинд	ваарчин <dat>
тагтааны	тагтаа <gen>
паалантай	паалан <com>
хүүрзгэнийн	хүүрзгэнэ <gen>
кофены	кофе <gen>
гуанд	гуа <dat>
цөсний	цөс <gen>
шүлтээр	шүлт <ins>
нөлөөний	нөлөө <gen>
зоригийн	зориг <gen>
сургамжийг	сургамж <acc>
слайдын	слайд <gen>
эргүүлгээ	эргүүлэг <voc>
булчинг	булчин <acc>
тэргүүлэгчид	тэргүүлэгч <dat>
зөрчилтэй	зөрчил <com>
кофейноор	кофейн <ins>
мөрдөгчөөс	мөрдөгч <abl>
мөлжлөгөө	мөлжлөг <voc>
тоормосоо	тоормос <voc>
суурьтай	суурь <com>
цэцэгжүүлэлтийг	цэцэгжүүлэлт <acc>
суутгалаар	суутгал <ins>
түрүүгээр	түрүү <ins>
цэнэглэгчээр	цэнэглэгч <ins>
хувьсагчаар	хувьсагч <ins>
мөргөлчнөө	мөргөлчин <voc>
бэхийг	бэх <acc>
зээлдүүлэгчид	зээлдүүлэгч <dat>
өгүүлбэрээс	өгүүлбэр <abl>
ногтоор	ногт <ins>
майхны	майхан <gen>
өвчтөнийг	өвчтөн <acc>
тууралтаас	тууралт <abl>
тосгоныг	тосгон <acc>
хэлэлцүүлэгт	хэлэлцүүлэг <dat>
үрчлээнд	үрчлээ <dat>
мөхөөлдсийг	мөхөөлдөс <acc>
загвараас	загвар <abl>
ололтын	ололт <gen>
явуулгаас	явуулга <abl>
тооцоонд	тооцоо <dat>
хуанлитай	хуанли <com>
үнэлгээгээр	үнэлгээ <ins>
бүртгэлээр	бүртгэл <ins>
залгамжлалыг	залгамжлал <acc>
нийтлэлийн	нийтлэл <gen>
хувьсагчаас	хувьсагч <abl>
зүүдээс	зүүд <abl>
нөөцийг	нөөц <acc>
захидлаа	захидал <voc>
мөрдсөө	мөрдөс <voc>
хирсээс	хирс <abl>
хатаагчаа	хатаагч <voc>
хөхтэй	хөх <com>
магадлалаас	магадлал <abl>
ээжийг	ээж <acc>
тосоор	тос <ins>
жүжигтэй	жүжиг <com>
тоншуулаар	тоншуул <ins>
мэргэшилд	мэргэшил <dat>
сайжруулалтаар	сайжруулалт <ins>
шөлөөр	шөл <ins>
ормын	ором <gen>
архитектурт	архитектур <dat>
төлөвтэй	төлөв <com>
байцаагчийг	байцаагч <acc>
гэрчийн	гэрч <gen>
зангиаг	зангиа <acc>
сампингаар	сампин <ins>
усаа	ус <voc>
нимбэгт	нимбэг <dat>
хувьсгагчийн	хувьсгагч <gen>
текстээ	текст <voc>
хэрчдэстэй	хэрчдэс <com>
хоншоороор	хоншоор <ins>
хамгаалагчаас	хамгаалагч <abl>
бодолтоос	бодолт <abl>
шинжилгээнд	шинжилгээ <dat>
бачимдлаар	бачимдал <ins>
яндангаар	яндан <ins>
төсөөллийг	төсөөлөл <acc>
горимоор	горим <ins>
энэрлээ	энэрэл <voc>
трамвайнаас	трамвай <abl>
төмсөө	төмс <voc>
солилцооны	солилцоо <gen>
хэрэгт	хэрэг <dat>
ритмийг	ритм <acc>
уншлагын	уншлага <gen>
биеллээр	биелэл <ins>
шургуулгыг	шургуулга <acc>
хуульчаа	хуульч <voc>
бодролыг	бодрол <acc>
ачаагаар	ачаа <ins>
ханиадны	ханиад <gen>
захиалагчаас	захиалагч <abl>
хугацаанаас	хугацаа <abl>
хүдрээс	хүдэр <abl>
цементээ	цемент <voc>
байдлыг	байдал <acc>
шилжилттэй	шилжилт <com>
эвлэрлийн	эвлэрэл <gen>
таамгаар	таамаг <ins>
сургуулиа	сургууль <voc>
гичийг	гичий <acc>
арифметикаас	арифметик <abl>
үйлдвэрлэгчээс	үйлдвэрлэгч <abl>
бүрээсээр	бүрээс <ins>
захидлын	захидал <gen>
судлагчтай	судлагч <com>
слайдыг	слайд <acc>
сүрэгт	сүрэг <dat>
зууныг	зуун <acc>
гивлүүрээ	гивлүүр <voc>
солонгын	солонго <gen>
салааны	салаа <gen>
шарилд	шарил <dat>
баганатай	багана <com>
мэхтэй	мэх <com>
сонгуульд	сонгууль <dat>
ажилчинд	ажилчин <dat>
танилтай	танил <com>
халамжаа	халамж <voc>
мөрдөгчөөр	мөрдөгч <ins>
өсөлтийг	өсөлт <acc>
тамгыг	тамга <acc>
солиорлын	солиорол <gen>
сэргээшнээс	сэргээш <abl>
ширээгээ	ширээ <voc>
намтартай	намтар <com>
маркаас	марк <abl>
тэргүүлэгчээс	тэргүүлэгч <abl>
сүргээс	сүрэг <abl>
янзтай	янз <com>
хасагдагчийн	хасагдагч <gen>
жолоочийг	жолооч <acc>
хэрэглэгчтэй	хэрэглэгч <com>
ихсээс	ихэс <abl>
архичнаа	архичин <voc>
түншээ	түнш <voc>
тавцанг	тавцан <acc>
мушгианы	мушгиа <gen>
цуглааны	цуглаан <gen>
сүүдрэвчээ	сүүдрэвч <voc>
ойлттой	ойлт <com>
тээрмээр	тээрэм <ins>
тэжээлийг	тэжээл <acc>
бамбарыг	бамбар <acc>
зээлд	зээл <dat>
залгамжлалаа	залгамжлал <voc>
хүчинд	хүчээр <dat>
цонхтой	цонх <com>
бөөлжсийг	бөөлжис <acc>
оюутныг	оюутан <acc>
донсолгоогоо	донсолгоо <voc>
дүнд	дүн <dat>
захиргаанаас	захиргаа <abl>
зорилгоор	зорилго <ins>
хэлэлцүүлэгтэй	хэлэлцүүлэг <com>
номлолоор	номлол <ins>
тавилангаар	тавилан <ins>
фонтыг	фонт <acc>
жорлонг	жорлон <acc>
интернэтээ	интернет <voc>
коллежоо	коллеж <voc>
дарцагт	дарцаг <dat>
явуулгатай	явуулга <com>
хакерын	хакер <gen>
хэлэнд	хэл <dat>
ерөнхийлөгчид	ерөнхийлөгч <dat>
цогцолборын	цогцолбор <gen>
үзэгчийг	үзэгч <acc>
жанжинд	жанжин <dat>
хандивтай	хандив <com>
үргэлжлэлээр	үргэлжлэл <ins>
завсарлагад	завсарлага <dat>
жинлүүрийг	жинлүүр <acc>
нийгмийн	нийгэм <gen>
бүлэгт	бүлэг <dat>
хэсгийн	хэсэг <gen>
хэрмийн	хэрэм <gen>
дарангуйлагчийг	дарангуйлагч <acc>
хэсэгт	хэсэг <dat>
гивлүүрийг	гивлүүр <acc>
ангиас	анги <abl>
мэргэний	мэргэ <gen>
оноонд	оноо <dat>
дэмжигчид	дэмжигч <dat>
зэсийг	зэс <acc>
давсыг	давс <acc>
үснээс	үс <abl>
бульдозероор	бульдозер <ins>
шүршүүрт	шүршүүр <dat>
худгаар	худаг <ins>
цэнгэлийг	цэнгэл <acc>
сандалтай	сандал <com>
сүйн	сүй <gen>
аргын	арга <gen>
жоотууг	жоотуу <acc>
нийлгийн	нийлэг <gen>
барменийг	бармен <acc>
таргалалтаас	таргалалт <abl>
тоосгоо	тоосго <voc>
хөвгүүнээр	хөвгүүн <ins>
өвчтөнд	өвчтөн <dat>
хязгаарыг	хязгаар <acc>
жорлонгоор	жорлон <ins>
хүчирхийллээ	хүчирхийлэл <voc>
дайралтын	дайралт <gen>
гуалингаа	гуалин <voc>
адмиралыг	адмирал <acc>
бясалгалаар	бясалгал <ins>
зодоонд	зодоон <dat>
гадаргаа	гадарга <voc>
авьяастнаа	авьяастан <voc>
бялдуучлалаа	бялдуучлал <voc>
хүчнээс	хүчээр <abl>
бөөгнөрөлтэй	бөөгнөрөл <com>
наалдцыг	наалдац <acc>
өргөлтөөр	өргөлт <ins>
суутгалын	суутгал <gen>
занганы	занга <gen>
радиогоос	радио <abl>
гадаргуугийн	гадаргуу <gen>
хэрэглээгээр	хэрэглээ <ins>
буланд	булан <dat>
биеллээс	биелэл <abl>
ялгалтын	ялгалт <gen>
санхүүчийг	санхүүч <acc>
цөсөөр	цөс <ins>
ялгаагаа	ялгаа <voc>
цирктэй	цирк <com>
сэрвээнд	сэрвээ <dat>
тохиролцооноос	тохиролцоо <abl>
тохироонд	тохироо <dat>
цэцэрлэгээс	цэцэрлэг <abl>
нийлгээс	нийлэг <abl>
геологийн	геологи <gen>
асуулттай	асуулт <com>
улирлаа	улирал <voc>
хөтчөөр	хөтөч <ins>
мэргэшлээс	мэргэшил <abl>
аягыг	аяга <acc>
тонуулыг	тонуул <acc>
гуалингаас	гуалин <abl>
зурвастай	зурвас <com>
хаягаа	хаяг <voc>
интернэтийн	интернет <gen>
үүдний	үүд <gen>
тунадсаа	тунадас <voc>
намгаар	намаг <ins>
ноёноо	ноён <voc>
тэнцэтгэлтэй	тэнцэтгэл <com>
хүүхэдтэй	хүүхэд <com>
үеэс	үе <abl>
зэмлэлийг	зэмлэл <acc>
хямралыг	хямрал <acc>
бэлгэдлийн	бэлгэдэл <gen>
нөмрөгөөр	нөмрөг <ins>
бурхнаа	бурхан <voc>
харамслыг	харамсал <acc>
хавчинд	хавч <dat>
үйлчилгээнээс	үйлчилгээ <abl>
хэрэгтэй	хэрэг <com>
үнсэлттэй	үнсэлт <com>
зогдроор	зогдор <ins>
баримтаар	баримт <ins>
ололтод	ололт <dat>
ажилчнаа	ажилчин <voc>
тэврэлтээс	тэврэлт <abl>
бахиар	бахь <ins>
романаар	роман <ins>
харилцуурын	харилцуур <gen>
тонуулд	тонуул <dat>
үргүйдлээр	үргүйдэл <ins>
шүршигчийн	шүршигч <gen>
шинэтгэлийг	шинэтгэл <acc>
сорилтоор	сорилт <ins>
анчнаа	анчин <voc>
хүдрийн	хүдэр <gen>
тэмдэглэгээний	тэмдэглэгээ <gen>
тэнцэтгэлийн	тэнцэтгэл <gen>
тэвчээрийг	тэвчээр <acc>
хориглолтын	хориглолт <gen>
тэлээнд	тэлээ <dat>
уншигчаас	уншигч <abl>
холгодсоор	холгодос <ins>
шүүлтээс	шүүлт <abl>
цооногоор	цооног <ins>
биллиардтай	биллиард <com>
илбэчний	илбэчин <gen>
тогтворжуулалтаас	тогтворжуулалт <abl>
чиргүүлтэй	чиргүүл <com>
хангалтын	хангалт <gen>
хөхийг	хөх <acc>
сэдвийг	сэдэв <acc>
атгатай	атга <com>
агаараас	агаар <abl>
тахлын	тахал <gen>
танкны	танк <gen>
угаалтуурыг	угаалтуур <acc>
шуналыг	шунал <acc>
өргөтгөлийн	өргөтгөл <gen>
